0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,condition,sampleID,targetID,status,unknown
2827,3156,3388,3774,3558,3716,3717,4146,3911,4154,4748,4450,4904,4968,5096,5315,5241,5406,5359,5926,5880,5763,6412,6023,6543,6650,6602,6876,7251,7169,7035,7531,7568,8113,7985,8043,8438,8933,8890,8820,9072,9382,10228,9675,10597,11076,10719,11073,11174,11849,12117,12777,12591,13309,13777,14607,14762,14839,15772,16548,17452,17850,18471,19496,20227,21166,23100,23454,24962,26063,27793,29618,31047,33193,35041,37288,39798,42421,45115,48327,51719,55478,59216,63492,68359,73413,78684,85651,91220,113739,123844,133547,144135,157049,169421,183058,197884,214593,231574,251123,272075,294393,319157,344948,373125,404020,436974,470616,507404,547625,592068,638485,686775,736869,794082,853447,911622,971112,1034622,1101686,1165646,1230975,1296368,1359082,1419293,1471853,1523093,1563570,1599644,1631442,1655876,1676997,1688825,1699192,1711860,1723443,1728496,1736126,1744372,1752292,1755637,1759996,1764015,1764703,1770924,1773711,1779802,1781521,1783393,1787933,1789398,1790849,1792177,1793514,1799662,1798416,1799616,1802321,1803884,1802461,1804671,1806716,1810956,1811291,1812169,1813944,1814659,1814242,1816144,1815621,1818613,1821086,1820973,1821687,1824279,1823279,1827622,1827273,1828158,1829591,ConditionA,known31,m22,absent,N
5589,5719,6386,6227,7099,7222,7903,7982,9324,9180,9960,10976,10905,11212,12039,12377,13198,13776,14300,14299,15548,15538,16984,17910,18596,18825,19542,19866,21552,22174,22847,23430,24557,25588,26773,27561,28028,29166,29904,31787,33558,34037,36267,38022,39367,41188,42663,44674,46287,49161,50456,53956,56761,59715,62657,65740,69397,72951,77209,82107,86778,92645,97922,103815,110480,117508,124572,132480,141508,150981,161250,172731,184154,197062,210791,225977,241759,258924,277908,296925,317888,340271,364597,390786,417838,447418,477977,510195,543841,578809,615563,654488,693032,732310,772548,813682,851732,890499,929153,966439,999216,1032501,1056975,1083640,1103606,1122869,1138667,1150781,1165395,1178582,1184220,1194815,1200354,1209209,1215030,1221569,1224201,1231349,1233208,1241509,1243111,1246058,1250435,1255582,1257194,1260751,1263288,1265353,1269899,1274975,1274636,1273746,1280045,1282295,1280483,1280878,1287510,1285273,1288016,1287514,1291933,1294268,1292898,1293382,1296104,1298246,1296510,1299918,1301124,1301974,1298411,1300224,1303888,1300276,1301012,1304790,1305758,1306042,1306415,1303384,1308336,1305318,1309374,1308461,1308620,1305297,1309428,1306938,1307392,1304923,1307325,1307454,1310031,1312261,1312535,1310723,1310719,1308926,1311297,1306539,ConditionA,known31,m23,present,N
-4944,-4610,-3950,-3718,-2448,-3157,-2327,-1542,-1340,-948,-195,49,264,841,1452,1861,2357,2261,3049,3934,4035,4511,4774,5549,5332,5761,6375,6522,7260,7851,8120,8123,9003,8560,9438,9845,9945,10468,11033,11698,11729,11886,12412,12588,13305,13706,14147,14368,14935,15502,15662,16172,16672,17101,17253,18166,18548,19222,19745,20384,20962,22139,22614,23418,24165,24963,26116,27345,28283,29206,30667,32180,33332,34888,36713,38500,40524,42201,45173,47475,50321,52958,56199,59811,63374,67066,71790,76115,81603,87221,92948,99599,107413,114199,123194,132149,142009,152150,163645,176142,189187,203873,219536,236680,254391,273856,294400,316520,340362,365549,391830,420503,450813,480820,511156,544094,580041,618324,655457,691102,730294,765372,803391,839337,872211,905510,932322,957766,979511,999875,1015476,1028225,1039891,1046700,1056071,1064458,1068943,1075719,1081784,1088031,1091997,1097275,1101474,1105655,1108018,1112497,1116241,1117868,1121451,1123673,1128033,1129484,1132017,1135472,1137879,1139489,1142809,1144899,1145154,1147125,1150932,1152424,1155200,1157567,1158889,1161889,1160740,1163370,1165415,1166470,1168130,1168827,1171712,1172488,1171444,1173561,1174533,1175305,1177914,1175218,ConditionA,known31,m24,absent,N
-8800,-8191,-7414,-6873,-6558,-5338,-5158,-4217,-3604,-2434,-2565,-912,-1073,-405,262,986,1387,2915,3632,4416,4579,5196,6303,6375,7041,7575,9098,9606,10691,11137,12030,12754,13126,14301,15242,16242,17146,17556,17914,19015,20644,21793,22140,23071,24462,24689,26346,28008,28504,29792,31284,31738,33779,34646,36050,37900,39970,41662,44331,45160,47391,49625,51756,54363,57279,59373,62631,65345,68156,72360,75900,79061,83722,87517,92647,97783,101756,108724,113423,119860,127202,133492,141163,148625,157142,166398,176041,186321,196942,208436,220489,233718,246227,260849,275859,292745,308558,327465,347282,366921,389031,410988,434664,459690,484852,513490,541691,571643,602980,633051,669798,703698,738844,777504,810257,850236,890142,931207,970369,1010332,1050860,1087883,1130919,1166413,1205997,1240091,1272971,1301839,1332585,1357949,1383029,1405829,1424699,1441392,1453285,1467891,1473984,1483202,1493985,1498769,1503750,1513296,1518581,1523181,1525519,1530764,1535636,1540034,1539640,1542351,1548145,1548247,1553335,1552570,1558648,1557171,1557981,1563520,1566250,1567548,1567275,1571133,1571279,1571446,1570796,1575472,1575731,1578037,1578421,1579762,1579434,1580420,1582510,1582936,1585913,1588138,1583252,1588568,1588312,1587155,ConditionA,known31,m25,absent,N
3615,3581,3663,3714,4001,3794,3993,4102,4299,4120,4502,4338,4559,4835,4725,4707,4829,5027,5048,4948,4969,5453,5380,5312,5417,5788,5770,5842,5902,6179,6220,6403,6355,6921,6947,7073,7195,7252,7330,7722,8045,8083,8360,8641,8854,9173,9571,9658,10255,10354,10979,11205,11849,12405,12849,13630,14406,14957,15813,16468,17453,18341,19255,20860,21902,23335,24648,26079,27893,29812,31591,33886,36192,38765,41832,44542,47893,51555,55304,59399,64282,69752,74644,80630,86816,93747,101676,109717,119169,128778,139687,151167,164234,177707,192644,209047,226671,246012,266565,289416,311614,338055,367308,396605,429963,464100,500102,538287,578601,619999,663216,708366,752868,794725,836675,877600,914008,941030,966116,985566,1000420,1011816,1020694,1028379,1035030,1041712,1045224,1048860,1054701,1059419,1061001,1064736,1066775,1067950,1070605,1072735,1074762,1077981,1077797,1080062,1080925,1084403,1082792,1084847,1085650,1087180,1089578,1090697,1091279,1092626,1093677,1093919,1095194,1094919,1094838,1094818,1096176,1097468,1097084,1100231,1099979,1099209,1098373,1098733,1101610,1100092,1101516,1102240,1101847,1102772,1101229,1102314,1102633,1104840,1104056,1102791,1105797,1106711,1105857,1106175,ConditionA,known31,m26,absent,N
2912,1912,1333,2330,1145,1472,1031,3749,2999,3969,3355,4837,3929,4041,4129,3887,4355,4492,4706,3767,5149,4405,3344,2667,5308,5534,4635,4305,5896,4667,7319,7548,7144,5784,9339,7655,7757,5773,7001,7502,7060,6905,7542,9702,8870,8716,7962,9801,10715,8976,9609,9576,11267,9158,10477,9635,11956,13304,10437,11430,12243,12822,12248,13226,13504,13681,15107,15844,15790,16697,17748,17223,17783,18266,20096,17984,21484,19066,20537,22935,25001,24578,26159,28096,27882,30405,33677,34482,35673,38365,41329,43720,47363,50527,53597,57901,60529,66106,70616,75269,80993,87747,94439,101417,109443,118022,126792,137719,148910,159028,172544,187401,202841,219461,234377,255745,272730,294694,318031,339403,364969,392526,420008,447511,477146,509932,539413,571918,603020,635834,663347,694027,725342,746364,771286,791340,810979,827918,845655,862130,875274,890409,903465,913758,925059,937607,946417,953304,961414,968529,975616,981143,983355,987182,990036,996771,1000694,1001532,1006527,1005953,1008430,1012559,1017315,1017695,1021108,1021699,1024889,1025690,1027304,1029773,1032238,1030493,1034750,1036062,1040043,1039821,1042595,1045286,1044819,1046275,ConditionA,known31,m27,absent,N
-8446,-7965,-8173,-7641,-7796,-6749,-7163,-7220,-6650,-6658,-6121,-5977,-5712,-6352,-6442,-5383,-6064,-5404,-5570,-5631,-4694,-5285,-4932,-4298,-4664,-4759,-4285,-3737,-4189,-3948,-3720,-3189,-3837,-3554,-3074,-3306,-2770,-2877,-2672,-2560,-2402,-2170,-2354,-2174,-1515,-1458,-1785,-1208,-1029,-1106,-1031,-437,-285,-342,168,0,550,345,1226,1219,1468,1985,2442,2808,2890,2734,3157,4464,4171,4859,4889,5791,6545,7447,8235,8570,9233,10176,11009,12238,12895,13894,15299,16648,17989,19753,21642,23158,25014,26979,29518,32365,34260,37607,40681,44317,47193,51261,55614,60180,65104,70238,76129,81504,88228,96224,103002,111577,120309,129529,140447,150554,162374,174909,188311,202572,217257,233418,250302,267464,287043,306868,327149,348266,370077,393727,417165,440585,464199,489549,512875,533929,556633,578637,597305,614668,633203,647888,663463,674202,682475,693223,702095,706290,712923,715038,717877,726295,730860,733184,733937,735636,741270,742481,745129,747210,747045,745761,750615,750802,750118,751828,754190,754194,754239,755257,756158,754174,756361,758409,753832,754650,758360,757683,756011,756170,757338,756003,756303,757063,ConditionA,known31,m28,absent,N
-5040,-4757,-4278,-3367,-3711,-3051,-1976,-1745,-1149,-560,218,500,1404,1222,2267,2664,3809,4453,4404,4988,5366,6086,6835,7494,8077,8164,9256,9959,10432,11714,11815,12642,13444,14173,14639,15624,15949,16668,17957,18260,19897,20773,21514,22559,23716,24931,26752,27262,28950,30627,32344,33856,35476,37584,40012,41744,44514,46754,49003,52622,56245,59315,63330,67313,71188,75861,80496,85927,90666,97642,103810,111408,118351,125862,134681,144430,154197,164411,175818,188088,201673,215411,230900,247228,263978,281867,301337,321935,344893,368578,393215,420576,447522,477789,508129,540889,574583,609143,647364,685506,722664,763305,800933,840469,882203,921888,961145,999035,1033343,1065770,1096946,1127111,1146412,1170001,1191136,1209949,1220409,1235138,1243197,1250553,1262725,1270240,1280147,1282013,1289353,1298386,1300698,1305438,1310702,1315051,1320636,1324407,1325780,1329986,1333840,1335915,1336617,1342574,1345474,1346357,1351112,1350896,1354334,1355218,1359158,1360871,1360900,1363583,1365437,1366035,1366512,1369524,1370925,1373752,1371408,1377525,1378847,1377734,1377962,1377935,1379500,1384496,1383423,1385278,1386355,1386296,1387456,1385353,1389737,1387255,1388496,1391732,1394026,1389099,1391891,1396827,1397985,1396485,1395385,1398983,ConditionA,known31,m29,absent,N
-1496,-2300,-2248,-1532,-1427,-1847,-327,-1023,-869,99,-576,126,-225,-49,474,1005,618,1280,133,1781,806,770,1498,2134,601,2080,1496,2264,2049,1700,1796,3178,2212,3215,2880,3970,3057,3407,3203,4098,3077,4261,3709,5367,4049,4121,4482,5094,4507,5337,6260,5929,6023,6383,6808,6364,6518,6056,7420,7837,7316,7995,7774,7297,8302,8302,9244,10078,9573,10024,10700,11441,11890,12398,12538,13864,14191,14639,15704,16929,17424,19149,20672,20871,23015,23601,25251,27075,29082,30621,32967,34319,37867,40789,44170,47502,51508,55975,60313,65663,71236,76722,83448,90138,99630,107400,115874,127258,138100,150139,163343,178889,194212,211927,231079,250793,273723,297463,324035,353593,381998,414009,448205,484959,523289,562605,602623,643337,684150,726571,768119,805405,842918,877968,910214,939408,965156,988052,1009728,1025620,1037313,1051918,1060130,1067879,1076503,1081361,1084271,1090342,1093256,1096159,1099650,1103116,1103639,1104999,1112692,1110438,1114034,1113205,1114816,1118972,1118834,1120795,1121729,1120811,1122350,1125288,1125232,1126103,1127770,1128174,1131406,1133130,1130976,1136466,1133821,1135484,1133583,1134369,1135976,1137052,ConditionA,known31,m30,absent,N
-1507,-897,982,3161,4762,5665,6725,9108,11801,14614,15173,18713,21445,24469,28282,32654,36429,39821,43116,48656,54592,60314,65450,72272,79610,86100,94478,103352,114318,124703,134360,145876,158665,174294,187164,201890,218755,237624,257362,278435,298677,323176,346922,374455,403132,429704,463078,494608,528712,563944,600299,640229,676220,718145,757712,796597,837762,875923,918592,953238,989607,1022894,1051025,1079141,1105571,1125796,1144994,1160230,1173496,1184722,1192230,1199488,1206511,1214851,1217698,1220444,1223054,1227362,1230108,1233013,1236846,1237496,1238879,1241767,1241351,1245500,1247444,1247344,1247958,1246993,1248839,1251563,1251014,1251198,1252700,1252803,1255204,1254455,1253480,1255923,1255986,1257545,1258071,1257514,1257234,1258728,1258163,1259587,1258195,1260573,1260105,1260154,1260973,1260163,1262711,1261144,1262649,1261989,1262979,1263124,1263884,1263185,1264290,1264690,1268349,1262704,1267814,1267338,1269271,1267662,1267028,1268023,1268231,1267937,1269384,1268530,1269682,1269249,1272369,1271508,1272814,1270325,1272933,1272180,1273068,1273587,1272032,1273495,1273101,1275000,1273748,1275765,1274880,1275367,1275519,1274975,1275719,1274944,1278405,1275326,1275678,1275073,1276553,1276925,1276572,1277222,1275991,1278062,1277330,1275922,1277231,1277890,1276823,1276955,1279701,1275738,1279645,1280907,1281467,1279476,ConditionA,known31,m31,present,N
-5313,-5245,-5056,-4787,-5069,-5030,-4908,-4732,-4369,-4499,-4314,-4281,-3913,-3952,-4157,-4140,-3657,-3660,-3656,-3233,-3216,-2979,-2775,-2671,-2630,-2442,-2170,-1833,-2110,-1634,-1260,-1515,-1095,-1241,-317,-53,441,452,1204,1559,2019,2446,3011,3569,4665,5040,6196,7507,7725,8771,10028,11300,13468,14729,16060,18567,20519,23074,25660,28793,31828,35198,39544,43552,48476,53604,59875,66275,73452,81802,90409,100505,111305,123087,136968,151179,167651,185591,205170,226824,250924,276534,306529,337724,372431,409933,451436,494481,541505,590145,647505,703546,766261,829030,896788,964797,1027345,1096259,1156067,1216304,1268106,1313691,1352288,1377646,1403728,1423436,1437356,1447541,1458663,1463406,1472311,1479830,1484264,1491263,1494689,1497404,1499391,1504364,1509272,1514118,1515825,1517969,1519061,1525575,1524904,1525651,1527741,1531501,1533749,1534605,1536118,1538670,1538607,1540943,1542383,1546350,1544577,1547667,1544554,1548841,1548487,1548860,1550225,1550620,1550848,1552746,1552014,1555058,1556448,1554007,1552962,1557678,1556512,1561427,1559363,1560090,1558091,1559584,1556523,1559904,1559893,1560812,1568592,1565077,1565175,1564806,1566068,1564831,1567825,1563909,1560920,1562770,1561501,1561031,1562898,1562061,1561427,1566706,1562162,1566044,ConditionB,known0,m0,present,N
373,513,504,741,847,736,882,1019,1145,1128,1349,1364,1352,1438,1529,1514,1608,1561,1782,2004,1736,1952,1984,2018,2369,2562,2449,2332,2792,2879,2957,2800,3290,3214,3415,3598,3680,3943,3973,4153,4430,4866,4904,5333,5400,5759,6439,6655,7079,7857,8144,8923,9329,10445,11369,11970,13275,14677,15708,17559,19176,21140,23254,25692,28210,31421,34718,38299,42547,47416,52444,58510,65635,72713,81122,90681,100451,112572,125813,140255,156300,174538,194906,217156,241626,267822,297831,330891,368042,408871,452141,499245,548452,603592,662431,725522,791388,858749,930925,1001947,1073234,1143366,1211303,1273513,1331087,1380851,1422070,1452687,1478389,1496170,1509476,1523730,1530663,1542380,1548091,1554068,1561325,1564199,1571494,1574990,1579171,1581575,1586945,1589762,1595151,1596141,1599966,1603928,1606763,1606208,1608907,1612827,1614392,1615265,1619054,1621685,1623835,1626224,1627471,1626131,1630343,1630746,1633626,1635096,1634712,1637378,1635547,1639787,1640299,1642528,1641914,1642621,1643351,1643966,1647722,1648327,1649666,1649009,1651058,1651056,1650332,1651875,1652139,1654212,1656179,1655338,1658373,1662006,1659251,1659415,1661782,1660077,1663199,1664014,1662752,1663902,1665972,1664300,1664571,1666903,ConditionB,known0,m1,absent,N
2182,1936,2158,2339,2360,2526,2243,2657,2509,2424,2621,2924,2434,2643,2539,2899,2954,3109,3106,3049,3304,3285,3345,3445,3522,3560,3740,3906,3901,3852,3839,4079,4141,4077,4186,4528,4398,4506,4436,4734,5110,5069,5009,5224,5285,5659,6142,5703,5960,6279,6456,6411,6761,7271,7415,7975,8253,8974,9404,9533,10112,10955,11342,12057,12854,13664,14109,15195,16600,17557,18615,19979,21683,23478,25762,27966,29876,32377,35299,38420,41992,46017,50109,54473,59498,65522,71657,78484,85875,94389,103200,112967,123827,136074,149192,163095,177895,195142,213133,232269,253984,276436,300726,326735,354315,384396,415786,448724,484277,520197,560685,599778,642424,687574,731859,776277,823740,870039,918147,963098,1010138,1054513,1096079,1137118,1174062,1206688,1241581,1270139,1293661,1317706,1336629,1351960,1367371,1379629,1390496,1401865,1411059,1417527,1424569,1430264,1435848,1441458,1446097,1448794,1453084,1457838,1460986,1466864,1467730,1472157,1471555,1475429,1481234,1480108,1485400,1485067,1488895,1492850,1493329,1495136,1498129,1499413,1500654,1501001,1503143,1505469,1507100,1506982,1509522,1507429,1510376,1506903,1513902,1513146,1513735,1514986,1517086,1517302,1518240,1519763,ConditionB,known0,m2,absent,N
2474,3042,3593,3237,3978,4352,4499,4949,5572,6105,5965,6841,6804,7742,7604,8057,8199,8879,8833,9787,9977,10354,10825,10982,11491,12191,12400,13205,12859,13610,14057,14817,15602,15734,15902,16554,17165,17573,18042,18725,19441,20615,20664,21001,21977,22580,23814,24328,25523,26612,27071,28654,29890,31462,32396,34172,35842,38012,39846,42017,44329,46728,49271,52489,56306,59577,63335,67417,72820,77405,82853,89334,95258,102270,110225,118888,128391,137666,149009,160509,173645,187677,202746,218972,236259,256475,276398,298335,321862,347011,373684,401647,431424,460930,492416,527298,563713,601298,636240,675407,712325,747540,789181,825114,859208,894312,926793,957319,984410,1007771,1032846,1054037,1077259,1091875,1104428,1120176,1133825,1143664,1156346,1163221,1174116,1181588,1189977,1196003,1203244,1207915,1214629,1221383,1224769,1231121,1235720,1241949,1244807,1247975,1244849,1249370,1247959,1250147,1254521,1258991,1265635,1266056,1274726,1273960,1278738,1281487,1284320,1284200,1289842,1290858,1294392,1295595,1302157,1302548,1303647,1306541,1308006,1306751,1310619,1313527,1313075,1316636,1316706,1320030,1320786,1324694,1325545,1325227,1325516,1327827,1328860,1329954,1332715,1332360,1335700,1337239,1336089,1337931,1340451,1343011,ConditionB,known0,m3,absent,N
-3926,-4732,-3898,-3574,-4611,-4139,-4382,-3363,-3665,-3742,-4145,-4110,-3702,-2660,-2584,-2592,-2321,-3219,-3390,-3633,-2764,-2758,-2419,-3007,-2782,-2915,-2797,-2255,-1825,-1896,-2262,-3376,-1548,-1647,-1771,-1539,-2447,-1737,-3211,-1834,-386,-1850,-1255,-1125,-1072,-579,-1562,-1258,-938,199,-507,-545,309,94,-340,508,-462,1096,71,694,2154,1500,867,1060,3302,1783,3179,2645,4176,4462,3534,5884,6252,6144,6878,9545,9036,9107,11574,11720,12312,13949,15021,18587,19849,21565,23617,26525,28065,31218,33745,38478,42623,45688,50822,55472,61140,67286,72503,79902,88580,96022,105496,114335,124782,136070,147644,160436,173121,187116,203442,217078,234852,252175,270286,288669,309845,329867,350876,373802,396689,417802,442970,463743,488644,513209,537006,558031,583644,607090,630245,653061,675134,698532,717954,736519,757467,777885,796078,811832,827876,841669,857259,870482,883143,894682,906222,915819,924218,933319,941389,944678,952945,958687,965747,970259,974064,978992,984705,986857,991984,997893,998718,1004030,1005697,1006580,1010096,1011541,1013673,1015644,1017554,1020812,1021433,1024791,1023150,1025828,1027573,1027827,1030342,1030394,ConditionB,known0,m4,absent,N
-2761,-2432,-2435,-2301,-2167,-2286,-1832,-2075,-2140,-2055,-1817,-1763,-1596,-1379,-1273,-1377,-1124,-1088,-1198,-759,-700,-291,-446,-76,-116,243,347,359,603,1086,1174,1644,1825,2367,2886,3238,3682,4069,4745,5369,6392,7118,8007,8987,10421,11573,13157,14857,16506,18898,21327,24202,26801,30216,34162,38457,43072,48480,54294,61112,69049,77379,86851,97951,110224,124172,139252,156190,175607,197033,221252,246773,276016,309807,344691,385263,430338,481247,533125,591496,655824,723499,795803,871628,951434,1030600,1110255,1187000,1251751,1309697,1356720,1394997,1420707,1440736,1454999,1463602,1472363,1479128,1484495,1489002,1494133,1497481,1503063,1508729,1508754,1515767,1518012,1518913,1522568,1525572,1526909,1529052,1537568,1542221,1545534,1548045,1551315,1553423,1555180,1556502,1561133,1561626,1561244,1563173,1567366,1566874,1570203,1571677,1571254,1574064,1573268,1574746,1576485,1577520,1579021,1578677,1582837,1581589,1582547,1581433,1582429,1585741,1584791,1586964,1588189,1588381,1590402,1590595,1590176,1589540,1591431,1592946,1592301,1594492,1592605,1595677,1595143,1595642,1597001,1598281,1596582,1599083,1596732,1600119,1598557,1599654,1601383,1600242,1600747,1603195,1603531,1601174,1604133,1602226,1605494,1605429,1604376,1605344,1607525,1606199,ConditionB,known0,m5,absent,N
-7206,-7175,-7173,-6667,-6265,-5900,-5579,-5271,-5205,-4421,-4027,-4342,-3743,-3434,-3301,-3083,-2984,-2151,-2424,-1749,-2027,-1689,-1551,-1366,-937,-703,-314,-120,326,287,478,539,762,1447,1599,1395,2149,2154,3142,2712,3427,3111,3022,3138,3827,3859,4849,4729,4615,4858,5104,5123,5265,5540,5139,5616,5692,6071,5936,5908,6497,6413,6663,6976,7175,6708,7418,7639,7557,7911,7983,8033,8144,8599,8804,9029,8808,9351,9892,9622,10152,9613,9596,9897,9922,10776,10403,10871,10738,11380,12001,11729,11957,11583,11945,12197,12226,12661,13000,13162,13292,13614,13814,13997,14361,14356,14878,14797,15485,15844,16049,16232,16269,16350,16671,17102,17320,17229,17273,17924,17413,18518,18713,18660,19443,19666,20157,19352,19704,20181,20405,20900,21092,21546,21539,22117,22380,22323,23379,23306,23890,24179,24561,24685,24707,25274,26041,26454,26643,27129,27442,27904,28511,28259,29362,29327,30142,30102,30505,31401,31483,32147,32342,32683,32850,34013,33831,34292,34774,35661,35517,36620,37017,37218,37369,37469,38820,38964,39475,39814,ConditionB,known0,m6,absent,N
7591,7750,7792,8182,8039,7685,7651,8072,8183,7938,8407,8300,7995,7958,8091,8448,8339,7899,8371,7995,8133,8223,8409,8442,8569,8025,8344,8615,8626,8616,8358,8751,9074,8412,8976,8937,8704,8553,8981,8858,8756,8859,8836,8877,8753,9290,9018,8553,8977,9434,9045,9140,9194,9392,9647,9291,9584,9823,9284,9488,9352,9443,9450,9893,10294,10299,10593,10286,10940,11083,11152,11213,11799,11899,12145,12413,12866,12765,13497,13954,14333,15038,15372,16444,17632,17857,18536,19355,20356,21926,23000,24499,26232,28113,29696,32000,34111,36968,39712,42694,46313,49591,54419,58108,63000,68189,74261,80320,87093,93912,101455,109753,118758,127582,137092,147794,158647,169789,180988,192869,205889,217642,230628,243133,255244,267576,279557,290357,301147,309229,317256,324338,330082,334902,337552,342043,344771,347234,349186,350399,351900,353739,356067,356279,357945,359470,360545,361263,361953,362654,362741,364109,364441,365131,366601,366004,367250,367319,367604,369109,368399,367282,367632,368929,368344,369828,367708,369359,368553,370056,367471,369147,368425,370533,370575,368749,368627,370721,369151,371152,ConditionB,known0,m7,absent,N
-1910,-2661,-2077,-2771,-2642,-2097,-3596,-2844,-1148,-1302,-2030,-2866,-2750,-2660,-1705,-1629,-2756,-1448,-1849,-2313,-1828,-1906,-1848,-1712,-1870,-1111,-1846,-1846,-2233,267,-632,-1022,-916,-1143,-1448,-1326,-964,-474,-1578,-161,610,-1749,-79,-1554,-666,-637,236,-1088,439,234,1396,456,2096,318,-993,1982,100,1399,1828,1354,1285,1605,3466,2738,4659,4264,4523,5765,5310,7168,7935,9341,9313,10435,12345,13040,14112,16108,17285,21991,22626,25539,28277,30037,32989,36546,39551,43517,47664,49933,55675,56902,64957,70737,75717,82324,88562,96411,105177,113087,121982,132226,144055,154574,169490,182690,197325,213565,229567,247516,266407,289440,311331,333376,356278,380897,408061,435425,463910,490739,518589,545688,571179,598579,621980,647110,667386,686460,703388,719121,731692,742942,749150,757905,763242,769588,772092,776072,782939,784690,785992,789500,794206,794468,797114,800186,801165,803739,805300,807896,807402,809234,809755,812476,812302,812724,815363,813861,815139,817123,818354,818796,821180,820590,820022,821302,821551,822237,822648,825571,824935,826061,827214,827184,825857,827648,826542,826250,828035,829933,ConditionB,known0,m8,present,N
3241,3610,3398,3475,3355,3673,3674,3815,3651,4003,3820,3671,3942,3877,4168,4138,4183,4130,4171,4379,4232,4306,4770,4551,4647,4485,4966,4958,5035,5049,4991,5311,5341,5293,5524,5392,5644,5570,5865,5811,5924,6362,6259,6407,6599,6746,7033,7169,7436,7714,7967,8212,8569,8943,9152,9596,10103,10449,10921,11430,12139,13088,13876,14796,15692,16952,18115,19506,20955,22550,24326,26687,29080,31995,34758,37822,41825,45955,50591,55718,61417,67883,75135,83404,91925,101804,113248,125723,139619,154608,172001,190882,212244,235383,261520,289856,320366,355690,393694,434535,481657,532506,583928,640978,702690,764443,832041,899641,968304,1037324,1101687,1160680,1209908,1253686,1289036,1313484,1333706,1349561,1361795,1371754,1380637,1386776,1395361,1400748,1406079,1410648,1413619,1418299,1420526,1427011,1429742,1432926,1435467,1439190,1442854,1443421,1444543,1447842,1448829,1450106,1453610,1457010,1458589,1457772,1462073,1463830,1461862,1464641,1463980,1469780,1470273,1468956,1470500,1472476,1472133,1473723,1474823,1477069,1477869,1477502,1480508,1481275,1482935,1482999,1483124,1484755,1485057,1487836,1486218,1487476,1487820,1487442,1488949,1491034,1490378,1492075,1492671,1492424,1494299,1495248,ConditionB,known0,m9,absent,N
12242,12267,12888,12657,12646,12907,13108,13366,12849,13281,13181,13845,13400,12944,13692,13272,13482,14009,13380,13581,13465,13771,13923,13796,13990,13744,14008,14031,14256,14231,14230,14081,14257,14061,14154,14118,14118,14244,14555,14727,14659,15142,14474,15113,14570,15157,15204,15569,15746,14748,15258,15424,15904,15488,15475,15599,15865,15657,15922,16304,16390,16562,16797,16878,16944,16942,17497,17765,18096,18387,18426,19368,19210,19892,19953,20970,21661,22600,23178,23496,24925,25894,26805,27855,29941,31196,32758,34818,36889,39116,42108,44903,48423,51554,55539,59317,64709,70003,75351,81291,88791,95789,104516,113559,122844,133348,144186,156342,168823,182464,196872,212484,228018,243945,261227,277875,295410,313706,331777,349395,366748,383439,400567,416185,431443,445022,459715,467576,481452,487519,498512,505602,515019,518924,527386,530136,536056,537675,540360,543317,548024,549368,552159,553204,554820,556465,558938,560680,561910,562841,563898,564959,567266,567199,569849,569930,570696,573092,575704,574337,576704,578429,577036,581351,580488,582351,580744,584103,583815,587539,587484,589874,591301,589209,591931,593233,593870,593665,594814,596193,ConditionB,known0,m10,absent,N
-3167,-2625,-2718,-2631,-1875,-1414,-921,-1369,-832,523,738,468,1104,1274,2013,2137,2762,2858,3738,3241,3743,4461,4343,4601,5136,5714,5591,5456,6663,7097,7292,7375,7875,8620,8930,9119,9440,9433,10186,10124,10579,11198,11072,11281,12569,12396,12737,13599,14361,14445,15250,15076,16021,16492,17070,17365,18431,19459,19737,20878,22167,23647,24110,25404,26741,28238,29512,30611,32684,34215,36293,39110,40859,43638,46470,49972,53385,57346,61537,65894,70484,76043,81707,88066,95171,103392,111948,119488,130144,141078,153152,165242,179237,194584,212300,229023,248917,269224,292730,316427,343543,370088,400729,431650,465877,500866,538322,577124,616790,658835,697566,742959,786283,829392,871300,914686,955543,989974,1027387,1059569,1089305,1117396,1138305,1158041,1173914,1190300,1204303,1213707,1227538,1237940,1244695,1252851,1259215,1266650,1273256,1279189,1281014,1287357,1291330,1296983,1301015,1307823,1309074,1312023,1318384,1320850,1322466,1324221,1330116,1331057,1335521,1337226,1339713,1341166,1344714,1350178,1349630,1354447,1353380,1352077,1355967,1353862,1366213,1364944,1364193,1364898,1366883,1369839,1366836,1369282,1372192,1375252,1376781,1372362,1379024,1378645,1381470,1379625,1380972,1380183,ConditionB,known0,m11,absent,N
