0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,condition,sampleID,targetID,status,unknown
3379,3612,3051,-172,-27,-510,-944,-1654,-2349,-4888,-6358,-6086,-8274,-8446,-10352,-10671,-10610,-10026,-14161,-14311,-13701,-16238,-15893,-17664,-18245,-17307,-19242,-19805,-21259,-21560,-22590,-21934,-23170,-23806,-23677,-24666,-26542,-27900,-26309,-28823,-27615,-27992,-29729,-29008,-31110,-32220,-30812,-32682,-30769,-32728,-32418,-33533,-34159,-35233,-33354,-44319,-44263,-43431,-43047,-45207,-44444,-45736,-46076,-46715,-47222,-47628,-47243,-46421,-46987,-48741,-47882,-48034,-47693,-47665,-48172,-47242,-46758,-47086,-47059,-48161,-47411,-46127,-46573,-44714,-45263,-44688,-42698,-43084,-41243,-38927,-39494,-35359,-34813,-32693,-30220,-27020,-25105,-20982,-17814,-13792,-7148,-1836,2891,9747,18467,27950,38513,51962,66833,82363,96559,113342,128735,145606,160816,175243,190946,205580,217140,230432,240554,252355,260051,269503,276716,280528,286459,293122,295038,299567,303107,307899,307928,312084,314930,318173,321455,322403,323971,327197,328846,330381,333317,334385,334746,335907,339551,339835,339979,341787,345088,343450,344525,347820,346396,347286,348564,349727,352094,351402,352760,352196,352739,355315,354501,355422,355197,356980,358505,356833,359805,357959,360317,360597,361014,360349,361820,361111,362158,361919,ConditionC,known14,m27,absent,N
1288,1706,2573,2725,3274,3736,4277,4719,5051,5486,6146,6385,7384,7279,8084,8187,8865,9218,9269,10226,10443,10630,11221,11803,11845,12517,12700,12517,13033,13836,13760,13871,14497,15052,15035,15557,16390,16260,16342,16179,17064,17091,17610,18043,17764,18552,18660,18853,19158,19185,19997,19994,19845,20595,20549,20406,20326,20962,20863,20977,21203,21346,21717,21994,21847,22336,22141,22185,22350,22823,22620,22610,22708,22794,22318,22777,22175,22297,22330,22608,22395,22368,22315,22095,21425,20811,20687,20328,20358,19719,19065,18454,17295,17098,16500,15733,14677,14152,13028,12175,10955,10810,10448,10526,10993,12072,13745,16242,18725,22504,25851,29960,34632,39741,44829,50278,56548,62934,70207,76784,84469,92453,101342,109962,118857,128546,138270,147824,158573,168075,178651,188612,199305,209529,219264,229140,237236,245448,254270,261433,270252,276303,284446,290255,295913,301142,307013,310136,314252,319653,323362,327658,328236,331517,333564,336522,338013,340245,343132,343775,347647,347342,348662,349718,350114,352877,353004,355237,358323,357168,356511,356982,358866,359812,360446,360699,361402,362295,363609,363433,ConditionC,known14,m28,absent,N
-627,-927,-814,-948,-1110,-973,-679,-990,-728,-592,-811,-789,-839,-1113,-940,-790,-685,-1134,-860,-828,-475,-619,-587,-441,-767,-146,-505,-364,175,-140,-79,-105,107,107,448,730,814,1288,1423,1440,1953,2420,2857,3158,3489,3572,4157,5164,5924,6085,6971,8463,9297,9890,11494,11609,14413,16615,18428,20883,23410,26021,29232,32402,36159,40153,44406,49668,55170,61196,67249,75011,82300,90851,100369,111304,122884,135449,148601,163234,179445,197064,214243,235423,256340,279826,304520,330013,357453,386319,415456,445899,477160,508116,535191,567526,593977,620485,645382,667870,689292,707179,719505,734840,745152,753241,761663,765699,772248,779176,783017,787238,790805,798130,800116,805909,807751,809749,811305,813745,816157,813646,818901,821226,820810,825144,826320,826531,829005,831558,831967,833546,837210,835213,837926,841596,843785,844501,847721,847660,849739,851551,850098,850366,850666,851598,854530,858586,859041,858311,859498,861007,862210,863615,862344,863661,865596,869038,869048,868411,869393,872361,871681,871911,872342,871806,873681,874110,874315,877674,880345,878370,880679,879978,879630,878803,878274,881019,879975,881463,ConditionC,known14,m29,absent,N
10348,8109,6049,4833,4120,2113,1801,370,-1244,-3250,-3311,-5631,-7213,-7964,-7636,-8831,-11067,-10737,-12264,-12751,-12748,-15215,-16527,-16100,-17604,-17836,-19058,-17644,-20570,-20391,-21899,-20864,-21250,-22855,-22306,-23074,-23680,-25383,-24866,-25305,-24120,-23936,-26192,-25410,-23567,-24546,-23038,-23172,-23003,-23456,-20585,-19550,-17324,-15164,-10676,-11164,-6044,-1672,4371,6745,14404,21580,30433,39125,50205,62400,76951,98252,121341,145307,173343,200495,228711,255363,280608,304124,328520,349222,364806,380542,394397,402982,411728,419789,424924,430524,435388,439707,442737,446195,448215,449500,454027,456508,456684,458347,460312,462382,463906,464180,467680,467725,469408,467956,470486,471099,472052,475761,473694,474301,475272,474850,475386,478474,478965,480053,480593,480963,479300,481162,484272,485369,486765,487585,486489,487359,489005,487927,489895,490512,488618,493335,493040,494364,495497,496583,495254,496016,497983,499269,499250,501612,500054,501113,502318,502134,501765,502085,504707,503599,506982,505521,504637,507063,507391,507994,508154,509463,508362,509765,509510,509376,512499,511694,512773,510993,512820,511698,513936,514108,512744,512597,514033,516104,515925,516108,514154,516369,515629,517366,ConditionC,known14,m30,present,N
-295,-2167,-3897,-3923,-5264,-5580,-6882,-8719,-8154,-8339,-8831,-10143,-11342,-11890,-12441,-13523,-14397,-15882,-16570,-16388,-16154,-15950,-17994,-17331,-18289,-19630,-19973,-21086,-21413,-21969,-23279,-22976,-22768,-23153,-23868,-23889,-24340,-25657,-25183,-25493,-26414,-27644,-27734,-28121,-28866,-29148,-29276,-29660,-29689,-30523,-30449,-30775,-31899,-30523,-31448,-32679,-32296,-31880,-33316,-34455,-34997,-35510,-34556,-34948,-35083,-35056,-36708,-36899,-35795,-37235,-36983,-37681,-38394,-39492,-38530,-38439,-39166,-38868,-39389,-39505,-41398,-40715,-40803,-39989,-42390,-42163,-40549,-41152,-41092,-43259,-43121,-42434,-41843,-42593,-41622,-43884,-42435,-44457,-43953,-43539,-44537,-45116,-44031,-44791,-43843,-43655,-42769,-42390,-43801,-43000,-42382,-42245,-42132,-41226,-41179,-40731,-38327,-37228,-37836,-33958,-33798,-31250,-29425,-26751,-24539,-20830,-15286,-13143,-8245,-2243,4424,13480,23677,36620,49634,65077,82072,97196,113563,131404,145376,162778,178266,191903,203888,215920,226226,235654,242597,251612,254245,260903,263109,266745,268245,271833,273430,275569,278314,281601,281968,283728,284990,285484,288594,288491,289335,291006,292180,293311,295056,295082,298348,297680,297805,298589,300723,300921,302732,301416,ConditionC,known14,m31,absent,N
18,238,156,512,161,578,795,421,1050,1053,1059,996,990,938,902,1065,1213,1416,1189,1410,1290,1307,1287,1478,1437,1649,1656,1410,1706,1409,1776,1727,1857,1808,1601,1952,1734,1834,2211,2087,2023,1859,1973,2127,2289,2369,2406,2502,2370,2606,2723,2975,3103,3118,3444,-1362,-976,-489,-524,-62,45,-131,304,530,827,1147,1814,2138,2513,2949,3057,3696,4594,5024,6091,6901,7523,8289,9363,10433,11634,13013,14593,16378,17839,19638,21562,23873,26078,28702,31891,34869,38148,41723,45458,49932,55059,59733,65269,70948,77544,84470,91315,99768,108001,117701,127503,137426,148536,160050,172616,185100,198147,213482,228758,245001,261247,277458,294146,313803,332198,351324,370471,390000,411238,431057,451327,471935,493327,513091,534241,555716,575788,596501,617040,639776,657535,679311,696920,712166,732170,749315,764910,778111,795210,805783,818500,830993,842590,853792,861623,869919,877545,886163,891546,897719,903620,909668,912706,918050,921279,925948,927775,932050,933845,937108,940187,939535,944168,946945,948620,949950,952192,951825,954968,955978,959179,959924,962041,960311,ConditionC,known15,m0,absent,N
-4736,-4488,-4511,-4433,-4295,-4489,-4337,-4101,-4097,-3916,-4037,-4257,-3865,-4045,-4098,-4120,-3900,-4280,-3957,-3600,-3638,-3822,-3615,-3477,-3723,-3565,-3491,-3679,-3348,-3112,-3233,-3024,-3132,-2888,-2938,-2917,-2752,-2713,-2692,-2481,-2151,-2049,-2281,-1593,-1752,-1341,-1383,-989,-597,-459,-281,311,829,1082,1792,-2034,-968,273,904,1418,2598,3530,4571,5888,7011,8596,10219,12150,13990,16407,19175,21964,25147,28252,32213,36369,40518,46193,51313,57576,64640,72424,80652,89250,99576,110234,121991,134765,149517,164979,180552,198801,219057,241571,263402,287697,313014,339730,370766,404507,435853,471177,506568,541909,580491,619016,657770,697286,735086,772301,810793,844865,879164,908622,937436,962646,982308,1002529,1017804,1032830,1044899,1058107,1066353,1072507,1081397,1084979,1094188,1098538,1102946,1109165,1112831,1118123,1122153,1127251,1132772,1136776,1141860,1144266,1147580,1151424,1154100,1158288,1161405,1163398,1166208,1167917,1170817,1172779,1174226,1179420,1179690,1183962,1185269,1188573,1187398,1189557,1191329,1194239,1194488,1196819,1198114,1202017,1200597,1204576,1203458,1205490,1206869,1207193,1210085,1212734,1215923,1215960,1215838,1218075,1216261,1216498,1217422,1219634,1219399,1223383,ConditionC,known15,m1,absent,N
3785,4402,4343,4384,4721,4772,4660,5130,5115,4902,4880,5669,5289,5715,5674,5925,6039,6146,5781,6201,6463,6090,6183,6237,6545,6575,6480,6696,6547,6994,7069,7120,7289,6856,7361,7025,7529,7762,7569,7858,7609,7805,7526,7885,8198,7882,8570,8577,8413,8640,8715,8515,9114,8976,9476,9338,9833,10109,10077,10485,10137,10867,10606,11397,11296,11439,11913,12666,13093,13339,13432,14164,14735,15251,16479,16676,17792,18837,19356,20349,22350,23863,25027,26499,28583,30583,32923,35417,38064,40764,44379,48158,52131,56087,61107,66029,71820,77858,83989,91228,98355,106178,115717,125600,135493,146017,157588,168682,181813,196240,210923,225876,241662,258165,275827,292819,310031,327969,345770,366304,384708,405809,424731,444605,465986,485228,506422,525965,544219,560866,581618,600143,618779,634485,652349,669429,683540,697968,712379,724790,734897,748208,762653,771783,782267,789390,800639,805769,811978,820234,828247,836191,840837,842808,850767,853171,860030,861527,866487,874019,874965,878190,881534,881892,885786,889995,893327,892876,901009,899436,901231,902803,901606,906036,908072,911045,911588,914594,916280,915257,ConditionC,known15,m2,absent,N
2597,2277,2462,2257,2736,3061,3049,2774,2760,2755,2821,2507,3030,2767,3031,3504,2848,3935,3901,2921,4049,3630,3497,4026,4384,4539,4046,4394,4237,4490,4505,4519,5661,5401,5460,5952,5773,5772,6143,7033,7046,7383,7675,7838,8200,8568,8922,9635,10595,11298,11949,12116,13217,14435,15281,15594,17275,18352,19560,20890,22895,24492,26845,28436,30544,32938,35442,38973,42206,44925,49212,53503,57873,62977,68677,74650,81014,87769,95841,104166,113423,122850,133853,146721,159969,173478,188565,205064,223164,241329,262644,283798,307179,332533,359409,388363,418332,450222,484395,519034,555034,593738,630807,669527,708335,746105,783642,818124,850197,887546,918909,951065,978197,1002275,1026326,1044199,1062114,1077230,1088190,1101081,1109553,1118311,1126798,1134569,1140302,1149335,1157669,1162660,1168604,1174162,1178370,1185362,1188605,1192390,1192563,1195517,1199936,1204872,1209776,1213947,1216712,1218557,1223422,1223982,1228699,1227714,1232354,1233051,1237834,1237421,1243170,1241966,1245404,1250548,1250682,1251819,1255064,1255613,1257684,1256379,1256543,1259045,1255833,1261197,1262437,1266154,1265705,1267899,1268292,1273356,1269662,1270369,1277657,1275970,1278095,1278873,1279038,1277078,1285211,1279775,ConditionC,known15,m3,absent,N
-9317,-12323,-13583,-14872,-15961,-18935,-20455,-20773,-21500,-24234,-24834,-26773,-28745,-29042,-30714,-32424,-32405,-34263,-36838,-36085,-38257,-38242,-41201,-40461,-43015,-42219,-44431,-45120,-47694,-47711,-48541,-48715,-50283,-49908,-51535,-53851,-53966,-55656,-55714,-55092,-57080,-59045,-58608,-59921,-60481,-61787,-60867,-63346,-63286,-64738,-64027,-65909,-64533,-67292,-67911,-95871,-92936,-94204,-95099,-95934,-94603,-97274,-99233,-98171,-98983,-99070,-100593,-99572,-101674,-103780,-102784,-103592,-101619,-103508,-104779,-104051,-104426,-105815,-104890,-106983,-106965,-106927,-109078,-108299,-108049,-109317,-109941,-111177,-111961,-112989,-112881,-112370,-114672,-114048,-114987,-115545,-116121,-117397,-116128,-118386,-119125,-119279,-121307,-120482,-120463,-122327,-122588,-124394,-123096,-123919,-123332,-124576,-124819,-125302,-125642,-125241,-124030,-122909,-123298,-121578,-118128,-115038,-112819,-105719,-98347,-88474,-77915,-66551,-56458,-43750,-33411,-18252,-7856,3488,18602,30831,44483,54878,68906,80771,89560,104220,113899,123544,134345,143274,153154,162727,170857,176624,184745,190886,197645,202146,206947,212641,217672,221480,224097,226040,229538,232468,235027,236333,237997,238823,242573,241564,246786,247289,249533,248233,251434,251708,253884,254375,256725,255732,257521,259810,ConditionC,known15,m4,absent,N
3412,3307,3503,3510,3760,3793,4073,4235,4189,4345,4039,4623,4402,4621,4557,4631,4769,4949,4916,5172,5458,5272,5684,5617,5301,5819,5617,6284,5816,6327,6236,6759,6555,6785,7166,7366,7682,7513,8004,8281,8342,8396,8878,9397,9465,9988,10500,11174,11656,12300,12690,13501,14590,15648,16301,17728,19073,20451,22262,23889,25627,28459,30859,33204,36280,40179,43692,48123,52758,57764,64240,70415,77572,85798,94819,105135,115891,127769,141390,156771,173279,191879,211760,233966,258281,284603,313093,345093,377555,412992,451078,493352,532901,578260,620580,665888,709353,750880,790734,826248,855688,879269,903857,918062,930147,946433,954200,964038,970041,976428,983576,989869,995084,998847,1001568,1009528,1014299,1017231,1020939,1024509,1026061,1029077,1032095,1035341,1037872,1042755,1044381,1046080,1049135,1050943,1053646,1055209,1059057,1058600,1061024,1064278,1065653,1067071,1067633,1070819,1072557,1072509,1074066,1078436,1077746,1078546,1078346,1080337,1083111,1083671,1086395,1084397,1085418,1087892,1088457,1091245,1089782,1090296,1087898,1088728,1089219,1090070,1092640,1095368,1098638,1096015,1097701,1095355,1099101,1099435,1101832,1105392,1107221,1112039,1108799,1112933,1113377,1113401,1115686,1116507,ConditionC,known15,m5,absent,N
-1842,-1741,-1276,-1109,-1290,-1837,-1137,-1333,-1333,-1652,-1737,-1455,-1130,-685,-1174,-561,-1329,-700,-849,-936,-924,-723,-917,-566,-829,-1220,-657,-547,-903,-1175,-546,-1282,-484,-443,-348,-731,17,-422,-786,-471,-274,-89,5,-249,-549,-536,-488,-804,-348,80,149,-173,179,-251,-128,-105,87,-139,503,-6,364,604,9,97,-190,499,412,-129,-113,386,503,151,365,695,460,402,935,602,554,134,274,864,615,857,492,767,885,641,882,787,1023,1164,1283,1398,1518,1046,1441,1743,1958,1126,1589,1558,1341,1726,1974,2293,2073,2252,2907,2549,3091,2638,3657,3540,3527,4405,4460,4491,5485,5518,5994,6268,6727,7298,7855,8431,8920,9823,9969,11540,12217,13280,13115,13802,14687,15774,16692,17609,18221,18590,20535,21415,21669,23260,24358,24822,26008,26745,28430,29037,30163,31507,33011,33563,34552,35832,36813,37872,39467,39990,40219,42206,43424,43796,44477,46666,46602,47726,48642,50141,50938,51773,52472,54272,54388,54843,56497,57298,57525,58670,ConditionC,known15,m6,absent,N
-301,401,1036,1847,2500,2749,3256,3758,4314,4970,5964,6362,6779,7561,8315,8736,9336,9741,10661,11288,11940,12978,13741,14456,14730,15434,16528,17755,18647,19771,20715,21910,22911,24361,25359,26925,28612,30316,32237,33982,36404,38412,40744,43995,46970,50407,54320,57720,62028,66311,70980,76650,82620,89428,95449,113349,123127,133140,144035,155244,168448,181886,196926,213609,230986,249275,266209,283598,300327,313436,328202,344022,353334,363437,372042,379499,384506,388916,394055,396040,400896,404270,406642,413193,412087,415646,417164,418375,420462,423086,424231,426793,428246,429588,432021,432975,433521,436449,437209,437350,440180,441403,441677,443826,446438,446319,447970,448806,448553,449751,450327,452060,453184,454046,455325,455144,459691,457570,458447,459166,461984,460975,463434,463174,463708,465052,466242,466436,467902,468741,468194,469993,470332,471515,472832,473280,476938,474890,478053,475389,479607,480251,478922,481342,482348,483764,482057,484061,483720,484088,485712,484033,485977,486756,486520,486180,488657,489550,488858,489477,489368,490148,488138,492396,492588,491074,492560,493818,495113,492700,495485,495239,494055,496258,496803,495079,495789,495789,496647,497353,ConditionC,known15,m7,present,N
-1784,149,-3927,-3361,-4128,-5110,-7935,-7779,-6912,-10503,-11594,-10774,-12872,-12139,-13560,-14820,-14270,-15586,-17796,-16953,-18466,-18593,-18842,-20366,-20580,-21985,-23023,-24446,-24740,-22776,-25879,-26975,-25778,-25355,-26573,-27105,-29084,-29947,-29144,-28499,-30861,-31239,-30479,-33140,-30892,-32148,-33405,-35131,-34385,-36009,-35088,-35891,-35548,-36631,-37619,-38059,-37898,-36147,-37028,-38224,-39281,-39714,-40823,-41245,-42007,-43528,-41172,-42935,-42737,-44904,-44129,-45089,-45811,-45700,-46566,-47723,-48412,-47225,-47857,-49024,-48912,-49830,-50585,-52729,-53304,-52686,-53395,-56794,-55077,-56589,-57283,-58515,-58169,-62801,-60391,-64179,-64508,-67146,-67923,-67962,-71410,-72387,-75220,-75679,-77495,-79684,-83829,-85090,-86776,-90337,-92406,-95185,-99046,-101887,-105687,-109142,-112876,-116608,-121428,-125925,-129254,-135426,-139421,-141216,-145499,-148704,-153738,-157833,-159272,-161332,-161383,-159670,-156933,-153744,-148973,-144495,-139862,-132713,-124561,-121919,-113040,-105169,-99222,-88036,-80859,-72590,-64209,-53855,-46060,-38334,-27671,-19903,-7540,1114,11931,23194,36133,44951,54931,67207,77747,87188,99549,109801,118478,130282,140447,151110,161257,170066,179124,190072,197284,205908,215976,223111,232070,241560,246421,254725,ConditionC,known15,m8,absent,N
-11,15,357,374,482,552,1154,995,1057,1258,1697,1974,1530,2070,2235,2347,2055,2364,2824,3006,2978,2929,2967,3195,3769,3643,3985,3376,3880,4044,4211,4538,4140,4248,4424,4814,4835,4601,5029,4972,5282,5383,5635,5689,5926,6163,5916,6554,6720,6632,7386,7444,7693,8174,8123,8798,9328,9783,10169,10806,11248,11977,11828,13435,13698,14431,15180,17015,17880,19341,20561,22110,24396,25751,28094,30341,32778,35799,39016,42244,46639,50473,55511,60832,66646,73341,80501,88091,96656,106270,117393,129294,142418,156639,172296,190772,209669,230584,253520,279081,306599,334078,368551,403898,441905,483878,527869,577241,624303,679176,736197,794743,851014,909966,967646,1027719,1084882,1137210,1183822,1229414,1264550,1298197,1323262,1345560,1363131,1378140,1395626,1407312,1419564,1425967,1438351,1445365,1452100,1460597,1467505,1473464,1477397,1484420,1491360,1494262,1502538,1506453,1511864,1515035,1520273,1522409,1529542,1533129,1535335,1538681,1541758,1544699,1548134,1552468,1554166,1555735,1560567,1562901,1566605,1565571,1568371,1570200,1571152,1572857,1574705,1575364,1579666,1583429,1583206,1583861,1586471,1588908,1591320,1591125,1591839,1593012,1593956,1597950,1600483,1600212,ConditionC,known15,m9,absent,N
-5572,-4657,-3784,-2960,-2859,-1706,-586,-136,481,1581,2504,2204,3136,3784,4550,5136,6116,6004,7032,7664,8340,8678,9481,9661,10095,11471,11260,11901,12842,13103,13427,14104,14141,14747,15439,16087,16725,17109,17552,17610,18059,18266,18627,19593,19515,19834,19894,20642,21065,21349,22005,22389,22892,23144,23357,24018,23651,24594,24840,25559,25149,25841,25700,26076,26617,26869,27638,27938,27900,28314,28748,29257,29552,29669,30040,30722,30949,31105,31154,31234,31565,32352,32543,33436,33167,33590,33801,34378,34598,35275,35070,35545,36151,36642,37039,37693,38167,38270,39683,39668,40162,40896,41964,43073,43427,44718,45793,46591,47375,48495,48844,50828,51989,53557,54625,56239,57499,59276,61421,63038,64678,66321,68501,71321,74279,77846,82450,86440,91470,98010,103745,111354,118639,125772,134286,141884,150722,158934,167187,176501,185547,194296,202185,210997,219181,227417,235479,243232,251498,258382,265466,271744,278093,284550,289982,295410,299679,304742,309403,312260,316200,319323,321986,325276,327969,330523,330452,334371,333782,338696,339444,341841,344607,348096,348325,348124,349202,350371,352810,354053,ConditionC,known15,m10,absent,N
251,672,385,576,592,409,586,1669,871,802,1019,1045,913,1492,1234,989,1924,968,1344,1690,1430,1217,2032,1234,1641,1793,2166,2141,2170,2158,2250,2395,2250,2672,2447,2716,2632,2518,2586,3251,2675,3235,2688,2960,3606,3288,3646,3428,3605,3662,3539,4269,3913,4451,4835,5101,5602,5092,5720,5854,6988,6019,7103,7343,7663,8421,8589,9452,9517,11046,11469,12459,13111,13967,15418,15777,17912,19167,19753,21533,23552,25911,27456,30094,33074,35595,38639,42468,46342,49829,54187,59537,64317,71272,76621,83391,92055,99884,108903,119151,129364,141364,153175,166490,181102,196085,213301,231601,251060,270831,293312,316139,339700,365459,391003,417007,445256,472712,500198,528889,555017,580695,606207,629371,650942,669042,685117,699263,711861,720296,731075,738232,745076,752401,756394,760688,766663,771429,773028,778028,782140,784493,788287,790922,792595,796135,797898,801617,803520,806879,807086,808946,812395,813141,815526,817824,818810,820595,821397,822664,822776,824671,825387,826881,829666,830441,831871,831472,832251,837680,834711,837795,839735,840407,839657,841695,844075,844877,844465,845410,ConditionC,known15,m11,absent,N
-2562,-2551,-2586,-2151,-2489,-2676,-1976,-2909,-2059,-2071,-1899,-2315,-1831,-1862,-1929,-1338,-1194,-2205,-1985,-1491,-1798,-1392,-735,-1699,-1247,-1444,-1116,-1197,-1080,-1154,-1188,-731,-1234,-1058,-823,-517,-867,-754,-586,-113,-480,-534,-347,230,82,718,833,1032,1085,1407,1371,1904,2419,2583,3403,3109,3855,4194,5083,4948,6192,7412,7824,8849,9534,10522,11929,12952,14413,15493,16779,18742,20797,23092,24803,27211,30157,32996,35994,39516,42957,47614,52227,56694,62460,68547,74182,81885,89073,98002,106947,117451,127890,139257,151616,165149,180368,195731,213130,231185,249968,270153,292223,315402,340368,365468,392737,421975,450974,481438,513599,546332,578872,613286,648408,683423,717537,753385,786471,821170,855902,885158,919908,944825,974140,1004280,1026421,1052665,1073983,1094622,1113304,1129080,1143320,1159903,1174270,1185439,1197878,1205450,1215202,1222177,1230757,1239066,1248457,1251826,1258734,1266983,1269124,1275252,1279780,1282538,1287103,1292683,1294603,1301060,1304925,1305640,1310603,1312567,1313977,1317112,1322368,1325014,1325513,1326858,1331411,1333852,1334970,1337073,1340385,1340832,1344444,1345877,1344402,1350697,1351741,1354605,1355113,1355642,1355519,1359106,ConditionC,known15,m12,absent,N
8330,9094,10110,10978,11717,12242,13232,13453,14461,15070,15648,16478,16366,17559,18466,17901,18797,19046,19376,20494,21683,21137,21617,22361,22508,22730,24031,24049,24546,24714,26074,26597,26181,26647,27905,28261,28638,28582,28642,29842,30040,30444,30457,31303,31516,31791,32379,32234,32993,33503,33567,34477,34078,35280,35381,36024,36347,37313,37223,37678,38155,38837,39071,39356,40295,41598,41635,42481,42499,43675,44299,44397,45051,46220,47202,48247,49774,50121,51592,53183,54081,55543,57334,58911,61492,62980,65759,68641,71425,74841,77515,81126,84921,88608,93296,98161,103653,109603,116708,122414,130179,137210,145688,154907,164053,173938,185072,196717,210025,224819,240925,257928,274379,292117,309465,326723,342434,358158,373616,388017,401431,414550,426236,435028,444186,452440,458947,465660,472627,476664,480530,484182,488851,493978,497220,500695,503671,506582,509920,511361,513625,515211,517561,518364,522073,524271,525906,527153,528658,530663,532261,533540,534419,536582,537489,537628,539357,539239,540802,542897,544468,545675,547528,548609,548440,548739,550421,550976,550867,552183,553314,554361,555168,556569,556357,557105,558009,558978,558819,559689,ConditionC,known15,m13,absent,N
-5271,-5231,-4977,-4889,-4899,-4878,-4618,-4578,-4515,-4371,-4192,-4128,-4040,-4046,-3801,-3932,-3747,-3811,-3866,-3512,-3715,-3475,-3337,-3399,-3163,-2760,-3311,-3044,-3210,-2845,-2718,-2748,-2727,-2265,-2529,-2505,-2533,-2228,-2411,-2487,-2461,-2233,-1969,-2219,-1923,-2394,-2083,-2037,-1922,-2234,-2058,-1666,-1903,-1626,-1783,-1671,-1575,-1363,-1575,-1445,-1109,-1430,-1170,-945,-889,-816,-784,-560,-229,-472,-410,-227,-84,159,278,383,656,671,967,1196,1189,1770,1997,2389,3011,3448,3620,4173,4314,5048,5728,6364,7366,8281,9309,10040,11462,12280,13569,15318,16797,18454,20492,22395,24866,26988,29644,32535,35307,39056,42008,46324,50152,54689,59578,64840,70595,76323,82933,89710,96476,104198,112630,121194,130447,139988,149930,160618,171722,183937,196366,209311,223126,237104,250541,265589,281628,298469,314959,332752,350551,367022,387859,404885,424225,443528,463049,480186,499006,516220,535455,551193,566150,583208,597837,610422,623621,636628,646822,656528,665749,672312,680921,687390,693314,699828,705355,708020,713561,716910,720731,725533,728334,732114,734191,738464,740634,743311,746376,746935,ConditionC,known15,m14,absent,N
-3251,-2812,-2358,-2741,-2510,-2784,-2558,-2727,-2109,-2632,-1805,-1261,-1687,-1987,-639,-1008,-722,-979,-689,-496,-40,583,788,1131,1586,2688,2788,3115,4794,4641,5286,6457,7315,8918,10155,12233,13896,15251,17317,20124,22096,24717,27961,31233,34768,39951,44288,49596,54820,61716,68867,76497,84615,93402,103422,114026,126697,139359,152488,167302,181731,199613,217141,236143,256180,277275,299871,322894,347199,372804,401114,429872,459181,488980,519565,552310,585314,616855,651039,683410,711759,748589,779242,808985,833391,863122,890434,915466,931940,953869,969141,980223,994487,1006908,1015990,1028729,1039929,1042781,1052432,1058058,1063572,1071496,1075681,1080995,1086774,1092172,1093993,1101511,1108194,1108693,1111220,1114086,1115075,1119987,1123748,1128310,1130599,1131850,1136715,1134920,1141183,1142628,1142346,1142824,1146303,1145988,1149978,1148096,1149874,1153081,1153155,1153282,1157629,1158666,1163557,1159897,1163279,1166029,1163927,1163712,1166957,1165485,1167992,1168900,1172614,1170304,1174123,1171955,1172287,1176598,1178482,1176133,1175822,1177303,1175296,1177619,1176332,1178631,1183176,1182957,1181841,1185610,1183422,1188236,1185901,1183465,1190496,1189729,1189773,1188531,1190119,1192275,1193274,1193583,1194674,1193723,1197376,1196026,1195789,1193760,ConditionC,known15,m15,present,N
719,660,1526,1313,1287,1835,2298,2578,2701,4157,3214,3777,3940,3886,4225,4146,4412,4772,4527,5135,5981,5401,5330,5956,6376,6141,6384,6397,6837,6952,7196,6325,7694,7750,7830,7612,8528,8499,8476,8837,8034,9369,8783,9372,9482,10086,9663,10172,10289,11327,11669,11838,11599,12038,13173,13949,15128,15770,15776,16990,17933,18533,19907,20705,22258,23488,24687,26810,28642,31264,33476,35949,38822,41365,45488,49756,53493,57627,63554,69397,75766,82570,90337,98821,108263,117779,129277,142124,155260,169714,186620,204611,222968,244257,265422,291429,318216,345409,375413,408808,442516,479427,517774,556283,597215,639446,683958,727300,770442,808812,853994,892094,930849,963287,997069,1024561,1044757,1063397,1084632,1100149,1112732,1123086,1133492,1142107,1150376,1158990,1167612,1172938,1179365,1184310,1188528,1197192,1199499,1207416,1210365,1215706,1216890,1222244,1227095,1230008,1237501,1237969,1243324,1244592,1247674,1248774,1253369,1253498,1256243,1258237,1261740,1263458,1265188,1273011,1273616,1271682,1276815,1277263,1280428,1281545,1283334,1283747,1287723,1288939,1290352,1293658,1293434,1291217,1294193,1295073,1297911,1297695,1302699,1302003,1303957,1305751,1307303,1308543,1308617,1310885,ConditionC,known15,m16,absent,N
